s_inhib,neuron,name_mover,stat_in,stat_out,z_in,z_out,path_z
L7H9,L7N617,L9H6,0.12252397534259028,0.057822153999712314,9.501695783370133,3.3384482754954083,3.3384482754954083
L7H3,L7N617,L9H6,0.10891529371037706,0.057822153999712314,8.081304950571777,3.3384482754954083,3.3384482754954083
L7H3,L8N1744,L9H9,0.08354008136100738,0.05710715648090138,6.063425646475687,3.337464746417473,3.337464746417473
L8H6,L8N663,L9H6,0.07623831027847806,0.05705826147409432,4.670681573189953,3.3310314370285647,3.3310314370285647
L8H10,L8N2015,L10H0,0.06338108669819033,0.08386171206265981,3.328723329016562,6.775438818449305,3.328723329016562
L7H3,L7N644,L9H6,0.06407454721310152,0.057737032676215466,3.4011024899748077,3.3272130163118554,3.3272130163118554
L7H9,L7N1211,L10H0,0.06336506238472442,0.11774566770928842,3.327050809329204,12.178515561120925,3.327050809329204
L7H9,L7N1211,L9H6,0.06336506238472442,0.09716192162462853,3.327050809329204,8.530948430912256,3.327050809329204
L7H9,L7N1211,L9H9,0.06336506238472442,0.10917056131351056,3.327050809329204,10.115982283816152,3.327050809329204
L7H9,L7N106,L9H9,0.08681667338660448,0.05772253945781623,5.774786319767925,3.325300040121756,3.325300040121756
L7H3,L7N106,L9H9,0.07070502368259234,0.05772253945781623,4.093151010829087,3.325300040121756,3.325300040121756
L7H9,L8N1918,L9H6,0.06896266696236968,0.0570054261186264,4.3111143629762685,3.3240796803852057,3.3240796803852057
L8H10,L8N2597,L10H0,0.06331470657406915,0.05774003860498256,3.321794978252697,3.327609772229153,3.321794978252697
L8H10,L8N2597,L9H6,0.06331470657406915,0.058678293538870004,3.321794978252697,3.5441854618102613,3.321794978252697
L8H6,L9N1717,L10H0,0.060727539989158225,0.06133125107908685,3.321192177766427,3.8932455758460103,3.321192177766427
L8H10,L8N255,L9H9,0.06329243521242083,0.06253144111039526,3.3194704299405124,4.051159324122146,3.3194704299405124
